"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Dec 25 16:08:02 CST 2025","Thu Dec 25 16:09:05 CST 2025","63232","","","","","","test_unit_exits_standby_if_playback_has_stopped_for_10_minutes[MICHI-BLUETOOTH-aptX HD]","/Users/lily/PycharmProjects/pytest-bdd-project/amp/tests/features/00_signal_sense.feature: unit_exits_standby_if_playback_has_stopped_for_10_minutes"
"passed","Tue Dec 23 14:17:10 CST 2025","Tue Dec 23 14:17:51 CST 2025","41425","tests.steps","test_00_play_via_pcusb_input","","","","test_user_control_playback[PCM(Mac)-remote, pause-None]","/Users/lily/PycharmProjects/pytest-bdd-project/amp/tests/features/00_play_via_pcusb_input.feature: user_control_playback"
"passed","Wed Dec 24 16:11:39 CST 2025","Wed Dec 24 16:14:59 CST 2025","199643","tests.steps","test_01_name_input","","","","test_user_names_input_from_the_source_menu[MICHI-OPT 1-TV]","/Users/lily/PycharmProjects/pytest-bdd-project/amp/tests/features/01_name_input.feature: user_names_input_from_the_source_menu"
"passed","Thu Dec 25 16:09:09 CST 2025","Thu Dec 25 16:10:01 CST 2025","52201","","","","","","test_unit_exits_standby_if_playback_has_stopped_for_10_minutes[MICHI-BLUETOOTH-aptX HD]","/Users/lily/PycharmProjects/pytest-bdd-project/amp/tests/features/00_signal_sense.feature: unit_exits_standby_if_playback_has_stopped_for_10_minutes"
"passed","Mon Dec 22 15:02:32 CST 2025","Mon Dec 22 15:02:47 CST 2025","14431","","","","","","test_user_switch_tracks_during_playback[remote, next-aptX HD]","/Users/lily/PycharmProjects/pytest-bdd-project/amp/tests/features/00_play_via_bluetooth_input.feature: user_switch_tracks_during_playback"
"passed","Wed Jan 07 13:16:19 CST 2026","Wed Jan 07 13:16:54 CST 2026","35492","tests.steps","test_01_switch_input","","","","test_user_switch_input_via_tcp_port[arc!-ARC]","/Users/lily/PycharmProjects/pytest-bdd-project/amp/tests/features/01_switch_input.feature: user_switch_input_via_tcp_port"
"broken","Thu Dec 25 15:25:42 CST 2025","Thu Dec 25 15:26:14 CST 2025","32110","tests.steps","test_00_signal_sense","","","","test_unit_remains_standby_when_playback_continues[MICHI-COAX-PCM-coax!]","/Users/lily/PycharmProjects/pytest-bdd-project/amp/tests/features/00_signal_sense.feature: unit_remains_standby_when_playback_continues"
"passed","Mon Jan 05 10:49:00 CST 2026","Mon Jan 05 10:49:56 CST 2026","56394","tests.steps","test_03_adjust_display_brightness","","","","test_user_preview_display_brightness[MICHI-Medium]","/Users/lily/PycharmProjects/pytest-bdd-project/amp/tests/features/03_adjust_display_brightness.feature: user_preview_display_brightness"
"passed","Mon Jan 05 11:07:46 CST 2026","Mon Jan 05 11:08:48 CST 2026","62056","tests.steps","test_03_adjust_display_brightness","","","","test_user_set_display_brightness[MICHI-Low-dimmer=2$]","/Users/lily/PycharmProjects/pytest-bdd-project/amp/tests/features/03_adjust_display_brightness.feature: user_set_display_brightness"
"passed","Thu Dec 25 09:56:46 CST 2025","Thu Dec 25 10:00:38 CST 2025","232378","tests.steps","test_01_hide_input","","","","test_user_hides_input_from_the_source_menu[MICHI-OPT 2-9]","/Users/lily/PycharmProjects/pytest-bdd-project/amp/tests/features/01_hide_input.feature: user_hides_input_from_the_source_menu"
"passed","Thu Dec 25 11:18:04 CST 2025","Thu Dec 25 11:18:42 CST 2025","37702","","","","","","test_reset_volume_when_volume_exceeds_limit[MICHI-75-remote, 80-MAX]","/Users/lily/PycharmProjects/pytest-bdd-project/amp/tests/features/02_max_volume.feature: reset_volume_when_volume_exceeds_limit"
"passed","Mon Dec 22 15:54:28 CST 2025","Mon Dec 22 15:54:48 CST 2025","20059","tests.steps","test_00_play_via_bluetooth_input","","","","test_user_start_playback[VIVO-SBC]","/Users/lily/PycharmProjects/pytest-bdd-project/amp/tests/features/00_play_via_bluetooth_input.feature: user_start_playback"
"passed","Mon Dec 22 16:02:55 CST 2025","Mon Dec 22 16:03:27 CST 2025","31563","","","","","","test_user_switch_tracks_during_playback[remote, prev-AAC]","/Users/lily/PycharmProjects/pytest-bdd-project/amp/tests/features/00_play_via_bluetooth_input.feature: user_switch_tracks_during_playback"
"passed","Thu Dec 25 14:06:06 CST 2025","Thu Dec 25 14:07:09 CST 2025","63412","","","","","","test_unit_exits_standby_if_audio_signal_is_detected[MICHI-PCM-COAX 2-coax2!]","/Users/lily/PycharmProjects/pytest-bdd-project/amp/tests/features/00_signal_sense.feature: unit_exits_standby_if_audio_signal_is_detected"
"passed","Tue Dec 23 14:19:30 CST 2025","Tue Dec 23 14:19:34 CST 2025","4332","","","","","","test_user_switch_tracks_during_playback[PCM->DoP(Mac)-serial, next-DoP]","/Users/lily/PycharmProjects/pytest-bdd-project/amp/tests/features/00_play_via_pcusb_input.feature: user_switch_tracks_during_playback"
"passed","Mon Jan 05 11:08:48 CST 2026","Mon Jan 05 11:09:50 CST 2026","61282","tests.steps","test_03_adjust_display_brightness","","","","test_user_set_display_brightness[MICHI-High-dimmer=0$]","/Users/lily/PycharmProjects/pytest-bdd-project/amp/tests/features/03_adjust_display_brightness.feature: user_set_display_brightness"
"passed","Tue Dec 23 13:55:34 CST 2025","Tue Dec 23 13:56:52 CST 2025","77946","tests.steps","test_02_pcusb_decode","","","","test_user_configure_the_decoding_mode[MICHI-DSD/PCM 24B-DoP-1 Bit]","/Users/lily/PycharmProjects/pytest-bdd-project/amp/tests/features/02_pcusb_decode.feature: user_configure_the_decoding_mode"
"passed","Thu Dec 25 15:19:42 CST 2025","Thu Dec 25 15:22:15 CST 2025","153638","tests.steps","test_00_signal_sense","","","","test_unit_exits_standby_if_audio_signal_is_detected[MICHI-AAC-BLUETOOTH-bt!]","/Users/lily/PycharmProjects/pytest-bdd-project/amp/tests/features/00_signal_sense.feature: unit_exits_standby_if_audio_signal_is_detected"
"passed","Thu Dec 25 16:12:55 CST 2025","Thu Dec 25 16:24:32 CST 2025","696729","tests.steps","test_00_signal_sense","","","","test_unit_exits_standby_if_playback_has_stopped_for_10_minutes[MICHI-BLUETOOTH-aptX HD]","/Users/lily/PycharmProjects/pytest-bdd-project/amp/tests/features/00_signal_sense.feature: unit_exits_standby_if_playback_has_stopped_for_10_minutes"
"passed","Mon Jan 26 09:30:29 CST 2026","Mon Jan 26 09:32:12 CST 2026","103408","tests.steps","test_02_pcusb_decode","","","","test_user_configure_the_decoding_mode[X430-PCM 32B Only-PCM-32 Bit]","/Users/lily/PycharmProjects/pytest-bdd-project/amp/tests/features/02_pcusb_decode.feature: user_configure_the_decoding_mode"
